ID,¿Cúal es tu horario de trabajo normalmnete ?,¿Eres madrugador o nocturno?,¿Prefieres un sitio ruidoso o silencioso?,¿Cúal es tu nivel educativo?,¿Te gusta leer?,¿Te gusta ir al cine?,¿Practicas algun deporte o actividad recreativa?,¿Prefieres vivir con mascotas o sin mascotas?,¿Te gusta cocinar ?,¿Sigues alguna dieta?,¿Te gusta fumar?,¿Te visitan frecuentemente?,¿eres una persona ordenada o relajada ?,¿Qué generos de musica te gustan?,¿Acostumbras escuchar musica en volumen alto?,¿Tu plan perfecto seria tarde de pelis o salir a algun lugar a divertirte?,¿Tocas algun instrumento musical?
7630,noche,madrugador,ruidoso,secundaria,no,si,no,sin mascotas,si,si,no,no,relajado,pop,no,salir,no
7631,tarde,nocturno,ruidoso,universidad,no,no,si,con mascotas,no,si,si,no,ordenada,rock,si,salir,no
7632,tarde,nocturno,ruidoso,secundaria,no,si,si,sin mascotas,si,si,si,no,relajado,pop,si,salir,no
7633,noche,madrugador,ruidoso,universidad,no,no,si,sin mascotas,no,no,si,no,ordenada,electronica,si,salir,no
7634,tarde,nocturno,silencioso,preparatoria,si,si,si,sin mascotas,si,si,no,si,ordenada,salsa,no,salir,no
7635,tarde,nocturno,silencioso,universidad,no,si,si,sin mascotas,no,si,no,no,ordenada,rock,no,salir,si
7636,mañana,nocturno,ruidoso,universidad,no,no,si,sin mascotas,si,no,si,no,relajado,pop,no,pelis,si
7637,mañana,madrugador,ruidoso,preparatoria,si,no,no,con mascotas,no,no,no,no,ordenada,rock,si,salir,si
7638,noche,nocturno,silencioso,universidad,si,no,no,sin mascotas,si,si,no,no,ordenada,rock,no,salir,no
7639,tarde,madrugador,ruidoso,preparatoria,no,si,si,con mascotas,no,si,no,si,relajado,rock,si,pelis,no
7640,noche,madrugador,ruidoso,secundaria,no,si,no,sin mascotas,no,no,si,no,ordenada,rock,no,pelis,si
7641,noche,nocturno,ruidoso,universidad,si,si,no,con mascotas,no,si,no,no,relajado,rock,si,salir,si
7642,mañana,madrugador,silencioso,secundaria,si,si,si,sin mascotas,no,si,si,no,ordenada,pop,no,salir,no
7643,noche,madrugador,ruidoso,secundaria,si,no,no,sin mascotas,si,si,si,no,ordenada,rock,si,salir,no
7644,tarde,nocturno,silencioso,preparatoria,si,si,no,sin mascotas,no,si,no,no,relajado,cumbia,si,pelis,si
7645,mañana,nocturno,silencioso,secundaria,no,si,no,sin mascotas,si,si,si,no,ordenada,pop,no,pelis,no
7646,mañana,nocturno,ruidoso,secundaria,no,no,no,con mascotas,si,no,si,no,ordenada,rock,si,salir,si
7647,mañana,nocturno,silencioso,preparatoria,si,si,si,con mascotas,si,no,si,si,ordenada,salsa,no,salir,no
7648,mañana,madrugador,silencioso,preparatoria,si,si,no,sin mascotas,si,no,si,si,relajado,electronica,si,pelis,no
7649,noche,nocturno,silencioso,preparatoria,no,no,no,con mascotas,si,no,si,si,relajado,cumbia,no,salir,no
7650,tarde,madrugador,silencioso,universidad,si,no,si,sin mascotas,no,no,no,si,relajado,electronica,no,salir,si
7651,noche,nocturno,ruidoso,preparatoria,si,no,no,con mascotas,si,si,no,no,relajado,pop,si,salir,si
7652,tarde,madrugador,silencioso,secundaria,no,no,no,sin mascotas,si,no,no,no,relajado,rock,si,pelis,no
7653,tarde,madrugador,silencioso,secundaria,si,si,si,con mascotas,no,no,si,no,relajado,salsa,si,pelis,no
7654,noche,nocturno,silencioso,preparatoria,no,no,si,con mascotas,no,no,si,no,relajado,pop,si,pelis,si
7655,tarde,nocturno,silencioso,universidad,si,no,si,con mascotas,si,si,si,si,relajado,salsa,si,salir,si
7656,mañana,madrugador,silencioso,secundaria,no,si,no,con mascotas,si,si,si,si,ordenada,rock,no,salir,si
7657,mañana,madrugador,ruidoso,universidad,no,no,no,con mascotas,no,si,si,no,relajado,cumbia,si,pelis,si
7658,tarde,nocturno,silencioso,universidad,si,si,no,con mascotas,no,si,no,si,ordenada,salsa,si,salir,si
7659,tarde,madrugador,ruidoso,secundaria,no,no,si,sin mascotas,no,si,si,no,ordenada,rock,si,salir,si
7660,noche,nocturno,ruidoso,universidad,si,no,si,con mascotas,no,no,si,si,relajado,pop,si,salir,si
7661,noche,nocturno,ruidoso,universidad,no,si,si,sin mascotas,no,no,si,no,ordenada,rock,si,salir,no
7662,mañana,nocturno,ruidoso,secundaria,no,no,no,sin mascotas,si,no,no,si,ordenada,electronica,no,salir,si
7663,tarde,nocturno,ruidoso,preparatoria,no,si,si,sin mascotas,si,si,si,no,ordenada,cumbia,si,pelis,no
7664,noche,madrugador,silencioso,preparatoria,no,si,no,con mascotas,no,no,si,si,relajado,rock,si,salir,si
7665,mañana,nocturno,ruidoso,secundaria,no,si,no,con mascotas,no,si,no,no,ordenada,rock,si,salir,si
7666,tarde,nocturno,silencioso,preparatoria,si,no,no,sin mascotas,si,si,si,no,ordenada,cumbia,no,salir,si
7667,tarde,madrugador,silencioso,secundaria,si,si,no,sin mascotas,si,si,no,no,relajado,salsa,si,salir,si
7668,mañana,nocturno,silencioso,preparatoria,si,no,si,con mascotas,si,si,si,no,ordenada,electronica,si,salir,no
7669,tarde,nocturno,ruidoso,universidad,no,no,si,sin mascotas,no,no,no,si,relajado,salsa,no,pelis,si
7670,noche,nocturno,silencioso,preparatoria,no,si,no,sin mascotas,no,si,no,si,ordenada,electronica,no,salir,si
7671,mañana,nocturno,ruidoso,preparatoria,no,no,si,con mascotas,si,si,no,no,relajado,salsa,no,pelis,si
7672,tarde,nocturno,ruidoso,secundaria,si,si,no,sin mascotas,no,si,si,no,relajado,salsa,si,pelis,no
7673,tarde,madrugador,silencioso,preparatoria,no,no,si,con mascotas,si,no,no,no,ordenada,salsa,si,salir,no
7674,tarde,madrugador,ruidoso,secundaria,no,no,no,con mascotas,si,no,no,no,relajado,cumbia,si,pelis,si
7675,noche,nocturno,silencioso,preparatoria,si,no,no,sin mascotas,si,no,si,si,ordenada,rock,si,salir,si
7676,noche,nocturno,ruidoso,preparatoria,no,no,si,con mascotas,si,si,si,no,ordenada,cumbia,no,salir,no
7677,tarde,madrugador,silencioso,preparatoria,si,si,no,con mascotas,no,si,si,no,relajado,cumbia,no,salir,si
7678,tarde,madrugador,ruidoso,secundaria,si,no,si,con mascotas,no,no,si,si,relajado,pop,no,salir,no
7679,tarde,madrugador,ruidoso,universidad,si,si,si,sin mascotas,no,si,si,si,relajado,cumbia,no,pelis,si
7680,mañana,nocturno,silencioso,secundaria,si,si,si,con mascotas,no,si,si,si,ordenada,cumbia,si,salir,no
7681,tarde,nocturno,silencioso,preparatoria,no,no,no,sin mascotas,si,no,si,no,relajado,cumbia,no,salir,si
7682,tarde,madrugador,silencioso,preparatoria,no,no,si,con mascotas,no,si,no,si,ordenada,cumbia,si,salir,si
7683,mañana,nocturno,silencioso,secundaria,si,si,no,sin mascotas,no,si,si,no,ordenada,pop,no,salir,si
7684,mañana,madrugador,ruidoso,universidad,no,no,si,con mascotas,no,no,no,si,relajado,cumbia,no,salir,si
7685,noche,madrugador,ruidoso,universidad,si,no,no,con mascotas,si,no,no,no,relajado,electronica,si,pelis,si
7686,tarde,nocturno,ruidoso,secundaria,si,no,si,con mascotas,si,si,si,si,relajado,pop,no,pelis,no
7687,noche,nocturno,ruidoso,secundaria,si,no,si,con mascotas,no,no,si,no,ordenada,cumbia,si,salir,si
7688,tarde,madrugador,ruidoso,secundaria,no,no,no,sin mascotas,si,si,no,si,relajado,rock,si,salir,si
7689,mañana,madrugador,ruidoso,secundaria,si,si,si,con mascotas,si,no,si,si,ordenada,salsa,si,salir,si
7690,tarde,madrugador,silencioso,universidad,si,no,no,sin mascotas,no,si,si,no,relajado,rock,si,salir,no
7691,noche,nocturno,silencioso,preparatoria,no,si,si,con mascotas,si,si,no,si,ordenada,rock,no,pelis,no
7692,mañana,madrugador,silencioso,universidad,si,si,no,con mascotas,si,si,no,si,relajado,cumbia,no,pelis,si
7693,tarde,madrugador,ruidoso,secundaria,no,si,no,sin mascotas,si,si,no,si,relajado,pop,si,salir,no
7694,tarde,nocturno,ruidoso,preparatoria,no,no,no,sin mascotas,no,no,no,no,relajado,electronica,no,salir,si
7695,mañana,madrugador,silencioso,secundaria,si,no,si,sin mascotas,no,si,si,no,ordenada,cumbia,si,salir,no
7696,tarde,madrugador,silencioso,universidad,si,si,no,sin mascotas,si,no,si,no,relajado,pop,si,salir,no
7697,mañana,madrugador,ruidoso,preparatoria,si,si,si,sin mascotas,no,no,si,si,ordenada,pop,no,pelis,no
7698,noche,madrugador,ruidoso,universidad,si,no,no,con mascotas,no,si,no,si,relajado,electronica,no,pelis,si
7699,mañana,madrugador,silencioso,universidad,no,no,si,sin mascotas,no,no,no,si,relajado,electronica,si,salir,si
7700,noche,nocturno,silencioso,universidad,no,no,no,sin mascotas,no,no,si,si,relajado,cumbia,si,salir,si
7701,tarde,madrugador,silencioso,secundaria,si,si,si,con mascotas,no,si,no,no,ordenada,rock,no,pelis,no
7702,noche,madrugador,ruidoso,universidad,si,si,si,sin mascotas,si,no,no,si,relajado,rock,no,pelis,no
7703,mañana,nocturno,silencioso,secundaria,no,si,no,sin mascotas,no,si,si,no,ordenada,cumbia,si,pelis,no
7704,noche,madrugador,silencioso,secundaria,si,no,no,sin mascotas,si,no,si,no,relajado,cumbia,si,salir,no
7705,mañana,nocturno,ruidoso,preparatoria,si,si,no,sin mascotas,no,si,no,si,relajado,salsa,si,pelis,si
7706,mañana,nocturno,ruidoso,universidad,si,si,si,con mascotas,si,si,no,no,ordenada,salsa,si,pelis,no
7707,tarde,nocturno,silencioso,preparatoria,si,si,si,con mascotas,si,si,no,no,ordenada,salsa,no,salir,si
7708,mañana,madrugador,silencioso,universidad,no,si,si,sin mascotas,si,si,no,no,relajado,salsa,si,pelis,no
7709,noche,nocturno,silencioso,secundaria,si,si,si,con mascotas,no,no,si,si,ordenada,salsa,no,salir,no
7710,noche,nocturno,ruidoso,preparatoria,no,no,no,con mascotas,no,no,no,si,ordenada,cumbia,no,salir,no
7711,noche,madrugador,silencioso,preparatoria,si,si,si,con mascotas,si,no,si,no,ordenada,electronica,si,salir,no
7712,tarde,nocturno,silencioso,universidad,no,si,no,con mascotas,no,no,si,si,relajado,cumbia,si,salir,si
7713,tarde,nocturno,ruidoso,secundaria,si,no,si,con mascotas,si,no,si,no,ordenada,pop,si,pelis,no
7714,mañana,nocturno,silencioso,secundaria,si,no,no,con mascotas,no,no,no,no,ordenada,rock,si,pelis,si
7715,noche,madrugador,silencioso,secundaria,no,si,si,sin mascotas,si,no,si,no,relajado,salsa,no,pelis,si
7716,noche,nocturno,silencioso,preparatoria,si,si,si,con mascotas,si,no,si,si,ordenada,rock,no,pelis,no
7717,mañana,nocturno,silencioso,universidad,no,si,no,sin mascotas,si,si,si,no,ordenada,rock,no,salir,no
7718,mañana,nocturno,ruidoso,secundaria,si,no,no,con mascotas,no,si,no,no,ordenada,cumbia,no,pelis,si
7719,noche,nocturno,silencioso,universidad,no,no,si,sin mascotas,si,si,si,si,relajado,pop,si,pelis,si
7720,tarde,nocturno,silencioso,universidad,si,no,si,con mascotas,si,si,si,no,ordenada,pop,si,pelis,no
7721,tarde,madrugador,ruidoso,universidad,no,no,no,sin mascotas,si,si,si,no,ordenada,salsa,si,salir,no
7722,tarde,madrugador,ruidoso,secundaria,si,no,no,sin mascotas,no,no,si,si,relajado,electronica,si,pelis,si
7723,noche,madrugador,silencioso,preparatoria,no,no,no,con mascotas,si,si,si,si,relajado,pop,si,pelis,no
7724,tarde,madrugador,silencioso,secundaria,si,si,no,con mascotas,si,si,si,si,relajado,rock,no,salir,si
7725,noche,nocturno,ruidoso,preparatoria,si,si,si,sin mascotas,si,si,si,no,relajado,pop,si,salir,si
7726,mañana,nocturno,ruidoso,secundaria,no,si,si,con mascotas,si,si,si,si,relajado,cumbia,si,salir,no
7727,tarde,nocturno,silencioso,secundaria,si,si,si,con mascotas,no,no,si,si,relajado,rock,no,pelis,si
7728,mañana,madrugador,silencioso,universidad,no,no,no,sin mascotas,no,no,si,si,relajado,pop,no,salir,no
7729,mañana,nocturno,ruidoso,preparatoria,no,no,no,sin mascotas,si,no,no,si,ordenada,electronica,si,pelis,si
7730,noche,nocturno,ruidoso,secundaria,no,no,no,con mascotas,no,si,si,si,relajado,rock,no,salir,no
7731,tarde,nocturno,ruidoso,universidad,si,si,no,con mascotas,si,no,no,si,ordenada,pop,no,pelis,no
7732,mañana,madrugador,ruidoso,universidad,si,no,no,con mascotas,no,si,no,si,ordenada,electronica,no,pelis,si
7733,noche,nocturno,silencioso,universidad,si,si,si,con mascotas,si,no,no,no,relajado,salsa,no,pelis,si
7734,noche,nocturno,silencioso,preparatoria,no,no,si,sin mascotas,si,si,si,no,ordenada,pop,si,pelis,no
7735,noche,madrugador,ruidoso,preparatoria,no,no,si,sin mascotas,no,no,no,si,ordenada,cumbia,si,pelis,no
7736,noche,nocturno,silencioso,secundaria,no,si,no,sin mascotas,no,si,no,no,ordenada,electronica,no,salir,no
7737,mañana,madrugador,ruidoso,universidad,no,si,no,con mascotas,si,si,si,si,relajado,cumbia,si,salir,si
7738,noche,nocturno,ruidoso,universidad,no,si,no,con mascotas,si,no,si,no,ordenada,electronica,no,pelis,si
7739,tarde,madrugador,silencioso,secundaria,no,no,no,sin mascotas,no,no,si,si,relajado,rock,no,pelis,no
7740,mañana,madrugador,silencioso,preparatoria,no,no,no,con mascotas,si,si,no,si,ordenada,cumbia,si,pelis,si
7741,noche,madrugador,silencioso,secundaria,no,no,no,con mascotas,no,no,no,si,relajado,salsa,no,salir,no
7742,mañana,nocturno,silencioso,secundaria,si,no,si,sin mascotas,no,si,no,no,ordenada,rock,no,salir,no
7743,noche,nocturno,ruidoso,secundaria,si,no,no,con mascotas,no,si,no,no,relajado,rock,no,salir,no
7744,mañana,madrugador,ruidoso,secundaria,si,si,si,con mascotas,si,no,no,no,ordenada,rock,si,pelis,no
7745,noche,madrugador,ruidoso,preparatoria,no,si,si,con mascotas,si,no,no,si,relajado,pop,si,pelis,si
7746,mañana,nocturno,silencioso,preparatoria,no,si,no,sin mascotas,no,no,si,si,ordenada,cumbia,no,salir,si
7747,mañana,nocturno,ruidoso,secundaria,no,no,si,sin mascotas,no,no,no,no,relajado,salsa,si,pelis,si
7748,mañana,madrugador,silencioso,universidad,si,si,si,con mascotas,no,no,no,no,relajado,rock,si,pelis,no
7749,tarde,nocturno,silencioso,universidad,si,no,si,sin mascotas,no,no,no,si,ordenada,cumbia,si,pelis,si
7750,mañana,madrugador,ruidoso,universidad,si,si,no,sin mascotas,si,no,no,si,relajado,rock,no,pelis,si
7751,noche,madrugador,silencioso,secundaria,si,no,si,sin mascotas,no,si,si,si,relajado,rock,no,salir,no
7752,noche,nocturno,ruidoso,universidad,si,si,si,con mascotas,no,si,no,si,ordenada,electronica,no,pelis,si
7753,mañana,nocturno,silencioso,secundaria,no,si,si,con mascotas,si,si,no,no,relajado,electronica,si,salir,si
7754,tarde,nocturno,silencioso,universidad,no,no,si,con mascotas,si,si,si,si,ordenada,electronica,no,salir,si
7755,tarde,nocturno,ruidoso,secundaria,no,no,si,sin mascotas,si,si,si,si,relajado,cumbia,no,salir,no
7756,mañana,nocturno,ruidoso,preparatoria,si,si,no,sin mascotas,si,si,si,no,relajado,electronica,si,salir,si
7757,tarde,madrugador,ruidoso,universidad,si,si,no,con mascotas,no,si,no,no,relajado,cumbia,si,pelis,no
7758,mañana,nocturno,silencioso,preparatoria,si,si,no,con mascotas,si,si,no,no,ordenada,pop,si,salir,si
7759,mañana,nocturno,ruidoso,secundaria,no,si,si,con mascotas,si,no,no,si,relajado,electronica,no,pelis,si
7760,noche,madrugador,ruidoso,universidad,no,no,no,sin mascotas,no,si,no,no,ordenada,electronica,no,pelis,si
7761,mañana,madrugador,ruidoso,preparatoria,si,no,si,con mascotas,no,si,no,no,ordenada,cumbia,no,pelis,no
7762,mañana,madrugador,silencioso,universidad,no,si,si,sin mascotas,no,si,si,si,ordenada,cumbia,no,pelis,si
7763,noche,madrugador,silencioso,secundaria,no,no,si,con mascotas,si,no,si,no,relajado,pop,no,salir,no
7764,mañana,madrugador,silencioso,secundaria,no,no,si,sin mascotas,no,no,si,si,ordenada,cumbia,si,salir,no
7765,mañana,madrugador,silencioso,universidad,si,no,si,con mascotas,no,si,si,si,relajado,electronica,si,salir,no
7766,tarde,madrugador,silencioso,universidad,si,si,si,sin mascotas,no,si,no,si,ordenada,pop,no,salir,no
7767,tarde,madrugador,silencioso,universidad,si,no,no,con mascotas,si,si,si,si,ordenada,cumbia,si,salir,no
7768,mañana,madrugador,silencioso,preparatoria,no,si,no,con mascotas,si,si,si,si,relajado,pop,no,pelis,si
7769,mañana,madrugador,silencioso,universidad,no,no,si,con mascotas,si,si,no,si,ordenada,pop,si,salir,no
7770,mañana,nocturno,ruidoso,preparatoria,no,si,no,sin mascotas,no,no,si,no,relajado,cumbia,no,salir,no
7771,noche,madrugador,ruidoso,secundaria,si,si,si,con mascotas,no,no,si,no,ordenada,salsa,si,pelis,si
7772,tarde,nocturno,silencioso,secundaria,no,no,no,con mascotas,no,no,si,no,relajado,pop,si,salir,si
7773,mañana,nocturno,silencioso,universidad,no,no,si,sin mascotas,no,si,si,si,relajado,rock,no,pelis,si
7774,noche,nocturno,silencioso,secundaria,no,si,no,sin mascotas,si,no,si,no,ordenada,salsa,no,pelis,si
7775,tarde,madrugador,ruidoso,preparatoria,no,si,no,sin mascotas,no,si,no,si,relajado,cumbia,no,pelis,no
7776,noche,madrugador,ruidoso,secundaria,si,no,si,con mascotas,no,si,si,no,ordenada,salsa,no,salir,si
7777,noche,nocturno,ruidoso,universidad,no,no,si,sin mascotas,no,si,no,no,ordenada,rock,no,pelis,si
7778,mañana,nocturno,ruidoso,preparatoria,no,si,no,con mascotas,si,si,no,si,ordenada,cumbia,no,pelis,no
7779,noche,madrugador,silencioso,universidad,si,si,si,sin mascotas,si,no,no,no,ordenada,rock,no,pelis,no
7780,mañana,madrugador,silencioso,preparatoria,no,no,si,con mascotas,no,si,no,si,ordenada,electronica,si,pelis,si
7781,noche,nocturno,silencioso,secundaria,no,si,no,sin mascotas,si,no,si,si,ordenada,rock,no,pelis,si
7782,tarde,nocturno,silencioso,universidad,no,no,si,sin mascotas,no,no,si,no,relajado,pop,si,pelis,no
7783,tarde,madrugador,ruidoso,universidad,no,si,si,con mascotas,no,si,si,si,relajado,cumbia,si,pelis,si
7784,tarde,madrugador,silencioso,universidad,no,no,no,sin mascotas,no,no,no,si,relajado,rock,si,salir,no
7785,tarde,nocturno,ruidoso,preparatoria,no,no,si,con mascotas,no,si,si,si,ordenada,pop,no,salir,si
7786,tarde,madrugador,silencioso,preparatoria,si,no,si,sin mascotas,si,si,no,no,ordenada,cumbia,si,pelis,si
7787,mañana,nocturno,silencioso,universidad,no,si,no,con mascotas,no,si,no,no,relajado,salsa,no,pelis,no
7788,noche,madrugador,silencioso,secundaria,no,si,si,sin mascotas,si,no,no,si,relajado,salsa,si,pelis,no
7789,mañana,madrugador,silencioso,preparatoria,si,no,no,sin mascotas,no,si,no,no,ordenada,pop,si,pelis,no
7790,noche,madrugador,silencioso,secundaria,si,si,si,con mascotas,si,si,si,si,ordenada,pop,si,pelis,no
7791,mañana,madrugador,silencioso,preparatoria,no,si,no,sin mascotas,no,si,no,no,ordenada,rock,no,pelis,no
7792,tarde,madrugador,ruidoso,preparatoria,no,si,no,con mascotas,si,si,no,no,ordenada,cumbia,no,salir,no
7793,mañana,nocturno,silencioso,secundaria,si,si,no,con mascotas,no,si,no,no,ordenada,salsa,no,pelis,si
7794,tarde,madrugador,ruidoso,preparatoria,si,no,si,con mascotas,no,no,si,no,ordenada,rock,si,pelis,si
7795,mañana,madrugador,silencioso,universidad,si,no,si,con mascotas,si,si,si,si,ordenada,salsa,si,salir,no
7796,noche,madrugador,ruidoso,preparatoria,si,si,si,sin mascotas,si,no,si,no,ordenada,cumbia,no,salir,no
7797,noche,madrugador,ruidoso,secundaria,si,si,no,sin mascotas,no,si,si,si,relajado,pop,no,salir,no
7798,tarde,madrugador,silencioso,secundaria,no,no,si,sin mascotas,no,si,si,si,ordenada,rock,si,salir,no
7799,noche,nocturno,silencioso,preparatoria,si,no,si,sin mascotas,no,no,si,no,ordenada,pop,si,salir,no
7800,mañana,nocturno,silencioso,preparatoria,si,no,si,con mascotas,si,si,si,no,relajado,electronica,si,pelis,si
7801,tarde,madrugador,silencioso,secundaria,si,si,no,sin mascotas,no,no,si,si,ordenada,cumbia,no,pelis,si
7802,tarde,nocturno,silencioso,preparatoria,si,si,si,con mascotas,si,no,si,no,ordenada,salsa,si,pelis,no
7803,noche,madrugador,silencioso,universidad,si,no,si,con mascotas,si,no,no,si,ordenada,rock,no,salir,no
7804,tarde,nocturno,ruidoso,secundaria,si,no,si,sin mascotas,no,si,no,si,relajado,cumbia,si,salir,no
7805,noche,nocturno,ruidoso,universidad,no,si,no,con mascotas,si,si,no,no,ordenada,electronica,no,salir,si
7806,noche,nocturno,silencioso,secundaria,si,no,no,sin mascotas,si,no,no,si,ordenada,electronica,no,pelis,si
7807,tarde,madrugador,silencioso,universidad,si,si,si,con mascotas,si,no,si,si,relajado,cumbia,no,pelis,no
7808,noche,madrugador,ruidoso,secundaria,no,si,no,sin mascotas,si,no,si,si,relajado,electronica,no,pelis,si
7809,noche,nocturno,silencioso,preparatoria,no,no,no,con mascotas,si,no,no,no,ordenada,pop,no,pelis,no
7810,mañana,nocturno,silencioso,universidad,si,no,no,con mascotas,no,no,no,no,ordenada,pop,si,salir,si
7811,noche,madrugador,ruidoso,secundaria,si,si,si,sin mascotas,si,si,si,no,relajado,cumbia,no,salir,si
7812,noche,nocturno,ruidoso,universidad,no,no,no,sin mascotas,no,si,no,no,ordenada,electronica,no,pelis,no
7813,tarde,nocturno,ruidoso,secundaria,no,no,si,con mascotas,si,si,no,no,ordenada,rock,si,pelis,si
7814,tarde,nocturno,ruidoso,preparatoria,si,no,no,con mascotas,no,si,si,no,ordenada,rock,no,pelis,no
7815,noche,madrugador,silencioso,universidad,si,no,no,con mascotas,si,si,si,no,relajado,cumbia,si,salir,no
7816,tarde,madrugador,ruidoso,universidad,no,no,no,con mascotas,no,no,no,si,relajado,rock,si,salir,no
7817,noche,nocturno,ruidoso,secundaria,si,si,no,sin mascotas,si,si,si,si,ordenada,cumbia,si,salir,si
7818,tarde,nocturno,silencioso,universidad,no,si,si,sin mascotas,no,no,si,no,relajado,electronica,si,salir,no
7819,tarde,nocturno,ruidoso,secundaria,no,si,si,con mascotas,no,no,si,no,relajado,salsa,no,pelis,no
7820,tarde,madrugador,ruidoso,universidad,si,si,no,sin mascotas,si,no,si,si,ordenada,rock,si,pelis,si
7821,mañana,madrugador,ruidoso,universidad,si,no,si,sin mascotas,si,si,no,no,relajado,cumbia,no,salir,si
7822,tarde,madrugador,ruidoso,preparatoria,si,si,si,sin mascotas,si,no,si,no,relajado,salsa,no,salir,no
7823,noche,madrugador,silencioso,universidad,si,si,no,sin mascotas,si,si,si,no,ordenada,salsa,no,salir,no
7824,noche,nocturno,silencioso,preparatoria,no,si,si,sin mascotas,si,no,si,si,ordenada,cumbia,si,salir,no
